_id,Subscription_Id,Resource_Group,Applicable_Estimated_Charges,
61a0d0271eafbb324bf810a1,sub-002,CAPTBRG,2400.739186996983
61a0d0271eafbb324bf810a3,sub-001,SAATHI-RG,8047.569483208972
61a0d0271eafbb324bf810a2,sub-002,saathi-rg,40.574375390471445
61a0d0271eafbb324bf810a0,sub-001,SAATHI-BACKUP-RG,153.05847990683543
61a0d0271eafbb324bf810a9,sub-002,captbrg,15.472557530684517
61a0d0271eafbb324bf810a8,sub-001,CAPTBRG,379.44945866165153
61a0d0271eafbb324bf810aa,sub-002,SAATHI-RG,51041.09646362557
61a0d0271eafbb324bf810a4,sub-001,CapTBRG,12.9088236585
61a0d0271eafbb324bf810a7,sub-001,cloud-shell-storage-centralindia,1.323529425
61a0d0271eafbb324bf810a6,sub-002,SAATHI-BACKUP-RG,994.9497467566807
61a0d0271eafbb324bf810a5,sub-001,saathi-rg,0
61a0d0271eafbb324bf810ae,sub-001,captbrg,1.9852941375
61a0d0271eafbb324bf810af,sub-002,Saathi-RG,82.12644071858698
61a0d0271eafbb324bf810ab,sub-001,Saathi-RG,12.9088236585
61a0d0271eafbb324bf810ad,sub-002,CapTBRG,82.12387065957093
61a0d0271eafbb324bf810ac,sub-002,cloud-shell-storage-centralindia,10.092809807047205
61a1fe04eeb696c15e6cccd5,sub-002,CAPTBRG,146445.09040681596
61a1fe04eeb696c15e6ccccf,sub-001,Saathi-RG,787.4382431685
61a1fe04eeb696c15e6cccd2,sub-001,captbrg,121.1029423875
61a1fe04eeb696c15e6cccd4,sub-002,Saathi-RG,5009.712883833806
61a1fe04eeb696c15e6cccd1,sub-002,cloud-shell-storage-centralindia,615.6613982298795
61a1fe04eeb696c15e6cccd6,sub-002,saathi-rg,2475.0368988187583
61a1fe04eeb696c15e6cccd7,sub-001,SAATHI-BACKUP-RG,9336.56727431696
61a1fe04eeb696c15e6cccd3,sub-002,CapTBRG,5009.556110233827
61a1fe04eeb696c15e6cccd0,sub-002,SAATHI-RG,3113506.8842811594
61a1fe04eeb696c15e6cccda,sub-001,cloud-shell-storage-centralindia,80.735294925
61a1fe04eeb696c15e6cccdc,sub-001,saathi-rg,0
61a1fe04eeb696c15e6cccde,sub-002,captbrg,943.8260093717555
61a1fe04eeb696c15e6cccdb,sub-002,SAATHI-BACKUP-RG,60691.93455215752_id,Subscription_Id,Resource_Group,Applicable_Estimated_Charges,
61a0d0271eafbb324bf810a1,sub-002,CAPTBRG,2400.739186996983
61a0d0271eafbb324bf810a3,sub-001,SAATHI-RG,8047.569483208972
61a0d0271eafbb324bf810a2,sub-002,saathi-rg,40.574375390471445
61a0d0271eafbb324bf810a0,sub-001,SAATHI-BACKUP-RG,153.05847990683543
61a0d0271eafbb324bf810a9,sub-002,captbrg,15.472557530684517
61a0d0271eafbb324bf810a8,sub-001,CAPTBRG,379.44945866165153
61a0d0271eafbb324bf810aa,sub-002,SAATHI-RG,51041.09646362557
61a0d0271eafbb324bf810a4,sub-001,CapTBRG,12.9088236585
61a0d0271eafbb324bf810a7,sub-001,cloud-shell-storage-centralindia,1.323529425
61a0d0271eafbb324bf810a6,sub-002,SAATHI-BACKUP-RG,994.9497467566807
61a0d0271eafbb324bf810a5,sub-001,saathi-rg,0
61a0d0271eafbb324bf810ae,sub-001,captbrg,1.9852941375
61a0d0271eafbb324bf810af,sub-002,Saathi-RG,82.12644071858698
61a0d0271eafbb324bf810ab,sub-001,Saathi-RG,12.9088236585
61a0d0271eafbb324bf810ad,sub-002,CapTBRG,82.12387065957093
61a0d0271eafbb324bf810ac,sub-002,cloud-shell-storage-centralindia,10.092809807047205
61a1fe04eeb696c15e6cccd5,sub-002,CAPTBRG,146445.09040681596
61a1fe04eeb696c15e6ccccf,sub-001,Saathi-RG,787.4382431685
61a1fe04eeb696c15e6cccd2,sub-001,captbrg,121.1029423875
61a1fe04eeb696c15e6cccd4,sub-002,Saathi-RG,5009.712883833806
61a1fe04eeb696c15e6cccd1,sub-002,cloud-shell-storage-centralindia,615.6613982298795
61a1fe04eeb696c15e6cccd6,sub-002,saathi-rg,2475.0368988187583
61a1fe04eeb696c15e6cccd7,sub-001,SAATHI-BACKUP-RG,9336.56727431696
61a1fe04eeb696c15e6cccd3,sub-002,CapTBRG,5009.556110233827
61a1fe04eeb696c15e6cccd0,sub-002,SAATHI-RG,3113506.8842811594
61a1fe04eeb696c15e6cccda,sub-001,cloud-shell-storage-centralindia,80.735294925
61a1fe04eeb696c15e6cccdc,sub-001,saathi-rg,0
61a1fe04eeb696c15e6cccde,sub-002,captbrg,943.8260093717555
61a1fe04eeb696c15e6cccdb,sub-002,SAATHI-BACKUP-RG,60691.93455215752
